date,1. open,2. high,3. low,4. close,5. volume
2023-11-17 16:00:00,234.415,234.49,233.44,233.84,4467666.0
2023-11-17 15:00:00,234.66,235.35,233.702,234.48,14424674.0
2023-11-17 14:00:00,235.905,236.16,233.45,234.657,15264931.0
2023-11-17 13:00:00,236.275,237.39,231.248,235.9,14521483.0
2023-11-17 12:00:00,235.22,236.489,234.25,236.27,14007546.0
2023-11-17 11:00:00,234.6,236.33,233.41,235.231,23614557.0
2023-11-17 10:00:00,230.435,234.89,229.18,234.59,30633021.0
2023-11-17 09:00:00,233.04,239.995,226.54,230.432,24919675.0
2023-11-17 08:00:00,233.889,234.966,231.43,233.04,896768.0
2023-11-17 07:00:00,234.13,234.2,232.81,233.97,368994.0
2023-11-17 06:00:00,234.07,234.35,233.35,234.13,122452.0
2023-11-17 05:00:00,233.52,235.0,233.36,234.14,139673.0
2023-11-17 04:00:00,232.76,234.75,231.33,233.48,256870.0
2023-11-16 19:00:00,231.9,233.59,231.0,231.15,349199.0
2023-11-16 18:00:00,232.28,232.4,231.0,231.9,415301.0
2023-11-16 17:00:00,233.78,243.154,226.181,232.25,249252.0
2023-11-16 16:00:00,233.46,234.45,219.69,233.8,5279114.0
2023-11-16 15:00:00,232.253,234.5,231.66,233.47,16644117.0
2023-11-16 14:00:00,231.85,233.45,230.96,232.27,15897027.0
2023-11-16 13:00:00,236.322,236.38,231.42,231.869,16949598.0
2023-11-16 12:00:00,235.37,236.75,234.75,236.339,14014771.0
2023-11-16 11:00:00,235.285,237.24,234.53,235.34,18493715.0
2023-11-16 10:00:00,239.74,240.88,234.3,235.27,29411264.0
2023-11-16 09:00:00,239.96,245.88,236.775,239.707,19027758.0
2023-11-16 08:00:00,240.75,242.84,237.96,239.85,1346229.0
2023-11-16 07:00:00,241.11,241.37,238.4,238.95,527672.0
2023-11-16 06:00:00,241.1,241.19,240.12,241.06,114117.0
2023-11-16 05:00:00,241.35,241.69,241.01,241.1,65668.0
2023-11-16 04:00:00,242.12,242.19,240.76,241.34,118092.0
2023-11-15 19:00:00,242.17,242.84,241.35,241.51,184857.0
2023-11-15 18:00:00,241.6,242.3,241.5,242.12,151483.0
2023-11-15 17:00:00,241.85,258.042,233.509,241.54,185870.0
2023-11-15 16:00:00,242.92,242.94,241.05,241.81,5319394.0
2023-11-15 15:00:00,243.899,244.28,242.488,242.925,15021169.0
2023-11-15 14:00:00,243.41,244.46,242.471,243.89,12560217.0
2023-11-15 13:00:00,244.25,244.3,240.45,243.392,17200301.0
2023-11-15 12:00:00,242.0,245.17,241.62,244.245,16345739.0
2023-11-15 11:00:00,246.41,246.7,241.81,241.989,23114256.0
2023-11-15 10:00:00,240.425,246.66,239.39,246.395,31865786.0
2023-11-15 09:00:00,239.84,242.0,231.555,240.422,26189643.0
2023-11-15 08:00:00,241.2,243.41,237.41,239.83,3057514.0
2023-11-15 07:00:00,241.19,245.1,241.13,242.25,698137.0
2023-11-15 06:00:00,240.86,241.25,240.33,241.22,113601.0
2023-11-15 05:00:00,240.7,241.24,240.63,240.83,139789.0
2023-11-15 04:00:00,241.0,241.9,239.0,240.65,238761.0
2023-11-14 19:00:00,239.84,240.69,239.75,240.4,665357.0
2023-11-14 18:00:00,238.39,239.88,238.35,239.84,583964.0
2023-11-14 17:00:00,237.885,238.45,227.904,238.4,226599.0
2023-11-14 16:00:00,237.4,238.87,234.8,237.85,6628844.0
2023-11-14 15:00:00,236.846,238.135,236.51,237.4,19904656.0
2023-11-14 14:00:00,235.19,237.08,234.06,236.855,15442464.0
2023-11-14 13:00:00,235.559,236.57,233.385,235.18,13363046.0
2023-11-14 12:00:00,233.969,235.71,233.1,235.54,14009290.0
2023-11-14 11:00:00,232.88,235.95,232.81,233.96,19326103.0
2023-11-14 10:00:00,233.8,234.34,230.72,232.86,27414075.0
2023-11-14 09:00:00,236.27,236.43,221.485,233.825,29152923.0
2023-11-14 08:00:00,227.5,236.48,223.71,236.27,4413275.0
2023-11-14 07:00:00,227.11,228.71,226.99,228.05,601761.0
2023-11-14 06:00:00,226.96,227.25,226.37,227.14,100558.0
2023-11-14 05:00:00,227.89,227.9,226.71,226.94,122317.0
2023-11-14 04:00:00,226.74,228.3,226.32,227.88,243741.0
2023-11-13 19:00:00,224.88,226.28,224.85,226.28,614833.0
2023-11-13 18:00:00,224.19,224.89,224.03,224.86,269665.0
2023-11-13 17:00:00,223.668,225.041,211.011,224.2,173835.0
2023-11-13 16:00:00,223.7,224.39,215.55,223.68,4773500.0
2023-11-13 15:00:00,223.635,224.53,222.86,223.705,15646877.0
2023-11-13 14:00:00,223.29,224.98,223.29,223.62,13414467.0
2023-11-13 13:00:00,222.46,223.9,221.57,223.36,13984409.0
2023-11-13 12:00:00,224.226,224.68,221.722,222.48,16845715.0
2023-11-13 11:00:00,221.24,225.4,221.14,224.216,23559016.0
2023-11-13 10:00:00,216.01,222.11,215.51,221.235,29924724.0
2023-11-13 09:00:00,216.33,218.51,206.915,216.06,19228766.0
2023-11-13 08:00:00,215.5,218.0,212.57,216.33,2765835.0
2023-11-13 07:00:00,215.46,216.71,215.37,216.29,324661.0
2023-11-13 06:00:00,215.59,215.79,214.86,215.48,91609.0
2023-11-13 05:00:00,215.09,215.63,214.04,215.59,82631.0
2023-11-13 04:00:00,213.88,216.0,213.25,215.05,213377.0
2023-11-10 19:00:00,214.25,214.75,214.04,214.35,208097.0
2023-11-10 18:00:00,213.93,214.35,213.6,214.27,126596.0
2023-11-10 17:00:00,213.99,228.622,200.997,213.93,183568.0
2023-11-10 16:00:00,214.67,215.325,209.04,214.0,5645742.0
2023-11-10 15:00:00,214.95,215.08,213.62,214.69,15743890.0
2023-11-10 14:00:00,214.68,215.38,214.0,214.945,11918886.0
2023-11-10 13:00:00,212.73,215.2,209.75,214.66,13965133.0
2023-11-10 12:00:00,212.25,213.33,211.75,212.73,15676737.0
2023-11-10 11:00:00,209.18,212.33,208.16,212.245,19159708.0
2023-11-10 10:00:00,212.23,212.31,205.69,209.169,28531844.0
2023-11-10 09:00:00,210.09,213.68,208.28,212.27,20278437.0
2023-11-10 08:00:00,206.9,210.91,205.165,210.09,1000173.0
2023-11-10 07:00:00,206.77,209.9,206.62,209.6,476484.0
2023-11-10 06:00:00,207.38,207.44,205.77,206.7,135111.0
2023-11-10 05:00:00,206.83,207.48,206.36,207.31,115854.0
2023-11-10 04:00:00,209.68,210.02,205.16,206.81,331369.0
