CIK,Company,Type,Date,complete_text_file_link,html_index,Filing Date,Period of Report,SIC,htm_file_link,State of Inc,State location,Fiscal Year End,filename
1318605,"Tesla, Inc.",10-Q,2018-11-02,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-026353.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-026353-index.html,2018-11-02,2018-09-30,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018026353/tsla-10q_20180930.htm,DE,CA,1231,1318605_10Q_2018_0001564590-18-026353.htm
1318605,"Tesla, Inc.",8-K,2018-10-01,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-023716.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-023716-index.html,2018-10-01,2018-09-30,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018023716/tsla-8k_20180930.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-023716.htm
1318605,"Tesla, Inc.",8-K,2018-10-02,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-023815.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-023815-index.html,2018-10-02,2018-10-02,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018023815/tsla-8k_20181002.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-023815.htm
1318605,"Tesla, Inc.",8-K,2018-10-17,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-024373.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-024373-index.html,2018-10-17,2018-10-16,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018024373/tsla-8k_20181016.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-024373.htm
1318605,"Tesla, Inc.",8-K,2018-10-24,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-024902.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-024902-index.html,2018-10-24,2018-10-24,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018024902/tsla-8k_20181024.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-024902.htm
1318605,"Tesla, Inc.",8-K,2018-11-08,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-028241.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-028241-index.html,2018-11-08,2018-11-07,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018028241/tsla-8k_20181107.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-028241.htm
1318605,"Tesla, Inc.",8-K,2018-12-28,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-031477.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-18-031477-index.html,2018-12-28,2018-12-27,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459018031477/tsla-8k_20181227.htm,DE,CA,1231,1318605_8K_2018_0001564590-18-031477.htm
1318605,"Tesla, Inc.",10-K,2019-02-19,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-19-003165.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-19-003165-index.html,2019-02-19,2018-12-31,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459019003165/tsla-10k_20181231.htm,DE,CA,1231,1318605_10K_2018_0001564590-19-003165.htm
1318605,"Tesla, Inc.",8-K,2019-01-02,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-19-000013.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-19-000013-index.html,2019-01-02,2019-01-02,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459019000013/tsla-8k_20190102.htm,DE,CA,1231,1318605_8K_2019_0001564590-19-000013.htm
1318605,"Tesla, Inc.",8-K,2019-01-04,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-19-000190.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-19-000190-index.html,2019-01-04,2018-12-28,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459019000190/tsla-8k_20181228.htm,DE,CA,1231,1318605_8K_2018_0001564590-19-000190.htm
1318605,"Tesla, Inc.",8-K,2019-01-18,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-19-000740.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-19-000740-index.html,2019-01-18,2019-01-18,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459019000740/tsla-8k_20190118.htm,DE,CA,1231,1318605_8K_2019_0001564590-19-000740.htm
1318605,"Tesla, Inc.",8-K,2019-01-30,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-19-001399.txt,https://www.sec.gov/Archives/edgar/data/1318605/0001564590-19-001399-index.html,2019-01-30,2019-01-30,3711,https://www.sec.gov/Archives/edgar/data/1318605/000156459019001399/tsla-8k_20190130.htm,DE,CA,1231,1318605_8K_2019_0001564590-19-001399.htm
